Iterations, Opt Fitness
634, 0.691837
635, 0.691837
636, 0.691837
637, 0.691837
638, 0.691837
639, 0.691837
640, 0.691837
641, 0.691837
642, 0.691837
643, 0.691837
644, 0.691837
645, 0.691837
646, 0.691837
647, 0.691837
648, 0.691837
649, 0.691817
650, 0.691741
651, 0.691741
652, 0.691741
653, 0.691711
654, 0.691711
655, 0.691711
656, 0.691711
657, 0.691711
658, 0.691711
659, 0.691683
660, 0.691564
661, 0.691564
662, 0.691564
663, 0.691516
664, 0.691311
665, 0.691311
666, 0.691311
667, 0.691311
668, 0.691254
669, 0.691138
670, 0.691138
671, 0.691138
672, 0.691138
673, 0.691138
674, 0.691138
675, 0.691138
676, 0.691138
677, 0.691138
678, 0.691138
679, 0.691138
680, 0.691138
681, 0.691138
682, 0.691138
683, 0.691138
684, 0.691138
685, 0.691138
686, 0.691138
687, 0.691138
688, 0.691138
689, 0.691138
690, 0.691138
691, 0.691138
692, 0.691138
693, 0.691138
694, 0.691138
695, 0.691138
696, 0.691138
697, 0.691138
698, 0.691138
699, 0.691075
700, 0.691075
701, 0.691075
702, 0.691075
703, 0.691063
704, 0.691063
705, 0.691063
706, 0.691063
707, 0.691063
708, 0.691063
709, 0.691063
710, 0.691063
711, 0.691063
712, 0.691057
713, 0.691047
714, 0.691047
715, 0.691047
716, 0.691047
717, 0.691047
718, 0.691047
719, 0.691047
720, 0.691047
721, 0.691047
722, 0.691047
723, 0.691047
724, 0.691047
725, 0.691047
726, 0.690836
727, 0.690836
728, 0.690836
729, 0.690797
730, 0.690695
731, 0.690638
732, 0.690264
733, 0.690264
734, 0.690264
735, 0.690264
736, 0.690264
737, 0.690264
738, 0.690264
739, 0.690264
740, 0.690264
741, 0.690264
742, 0.690264
743, 0.690264
744, 0.690264
745, 0.690264
746, 0.690264
747, 0.690264
748, 0.690264
749, 0.690264
750, 0.690264
751, 0.690264
752, 0.690264
753, 0.690198
754, 0.690137
755, 0.689933
756, 0.689933
757, 0.689933
758, 0.689933
759, 0.689933
760, 0.689933
761, 0.689933
762, 0.689933
763, 0.689933
764, 0.689933
765, 0.689933
766, 0.689933
767, 0.689933
768, 0.689933
769, 0.689933
770, 0.689933
771, 0.689933
772, 0.689933
773, 0.689884
774, 0.689884
775, 0.689884
776, 0.689884
777, 0.689884
778, 0.689884
779, 0.689884
780, 0.689884
781, 0.689884
782, 0.689884
783, 0.689884
784, 0.689884
785, 0.689884
786, 0.689884
787, 0.689884
788, 0.689884
789, 0.689884
790, 0.689884
791, 0.689884
792, 0.689884
793, 0.689884
794, 0.689884
795, 0.689884
796, 0.689884
797, 0.689884
798, 0.689884
799, 0.689884
800, 0.689884
801, 0.689884
802, 0.689884
803, 0.689884
804, 0.689884
805, 0.689884
806, 0.689884
807, 0.689884
808, 0.689884
809, 0.689884
810, 0.689884
811, 0.689884
812, 0.689884
813, 0.689884
814, 0.689760
815, 0.689713
816, 0.689585
817, 0.689585
818, 0.689585
819, 0.689585
820, 0.689585
821, 0.689585
822, 0.689585
823, 0.689585
824, 0.689585
825, 0.689585
826, 0.689585
827, 0.689585
828, 0.689558
829, 0.689558
830, 0.689558
831, 0.689558
832, 0.689558
833, 0.689556
834, 0.689556
835, 0.689556
836, 0.689556
837, 0.689556
838, 0.689544
839, 0.689510
840, 0.689510
841, 0.689510
842, 0.689510
843, 0.689445
844, 0.689445
845, 0.689413
846, 0.689413
847, 0.689413
848, 0.689413
849, 0.689290
850, 0.689290
851, 0.689180
852, 0.689073
853, 0.689071
854, 0.688862
855, 0.688685
856, 0.688661
857, 0.688661
858, 0.688661
859, 0.688649
860, 0.688577
861, 0.688519
862, 0.688519
863, 0.688519
864, 0.688362
865, 0.688254
866, 0.688254
867, 0.688161
868, 0.688161
869, 0.688161
870, 0.688161
871, 0.688161
872, 0.688161
873, 0.688161
874, 0.688161
875, 0.688161
876, 0.687897
877, 0.687897
878, 0.687897
879, 0.687897
880, 0.687897
881, 0.687855
882, 0.687788
883, 0.687788
884, 0.687788
885, 0.687788
886, 0.687788
887, 0.687788
888, 0.687788
889, 0.687788
890, 0.687788
891, 0.687788
892, 0.687788
893, 0.687788
894, 0.687788
895, 0.687788
896, 0.687788
897, 0.687788
898, 0.687788
899, 0.687788
900, 0.687788
901, 0.687788
902, 0.687788
903, 0.687788
904, 0.687788
905, 0.687788
906, 0.687788
907, 0.687788
908, 0.687788
909, 0.687788
910, 0.687788
911, 0.687788
912, 0.687788
913, 0.687788
914, 0.687788
915, 0.687788
916, 0.687788
917, 0.687788
918, 0.687788
919, 0.687788
920, 0.687788
921, 0.687788
922, 0.687788
923, 0.687788
924, 0.687788
925, 0.687788
926, 0.687788
927, 0.687788
928, 0.687788
929, 0.687788
930, 0.687788
931, 0.687788
932, 0.687788
933, 0.687788
934, 0.687788
935, 0.687788
936, 0.687788
937, 0.687788
938, 0.687788
939, 0.687788
940, 0.687788
941, 0.687788
942, 0.687788
943, 0.687788
944, 0.687788
945, 0.687788
946, 0.687788
947, 0.687788
948, 0.687788
949, 0.687788
950, 0.687788
951, 0.687788
952, 0.687788
953, 0.687788
954, 0.687788
955, 0.687788
956, 0.687788
957, 0.687788
958, 0.687788
959, 0.687788
960, 0.687788
961, 0.687788
962, 0.687788
963, 0.687788
964, 0.687788
965, 0.687788
966, 0.687788
967, 0.687788
968, 0.687788
969, 0.687788
970, 0.687788
971, 0.687788
972, 0.687788
973, 0.687788
974, 0.687788
975, 0.687788
976, 0.687788
977, 0.687788
978, 0.687788
979, 0.687788
980, 0.687788
981, 0.687788
982, 0.687788
983, 0.687788
984, 0.687775
985, 0.687775
986, 0.687775
987, 0.687775
988, 0.687755
989, 0.687621
990, 0.687492
991, 0.687471
992, 0.687275
993, 0.687275
994, 0.687232
995, 0.687232
996, 0.687232
997, 0.687232
998, 0.687226
999, 0.687125
1000, 0.687125
1001, 0.687125
1002, 0.687125
1003, 0.687125
1004, 0.687125
1005, 0.687125
1006, 0.687125
1007, 0.687125
1008, 0.687125
1009, 0.687069
1010, 0.687004
1011, 0.687004
1012, 0.686999
1013, 0.686999
1014, 0.686999
1015, 0.686999
1016, 0.686999
1017, 0.686883
1018, 0.686883
1019, 0.686883
1020, 0.686883
1021, 0.686883
1022, 0.686883
1023, 0.686883
1024, 0.686883
1025, 0.686883
1026, 0.686883
1027, 0.686883
1028, 0.686883
1029, 0.686883
1030, 0.686883
1031, 0.686822
1032, 0.686780
1033, 0.686780
1034, 0.686780
1035, 0.686780
1036, 0.686780
1037, 0.686780
1038, 0.686780
1039, 0.686780
1040, 0.686780
1041, 0.686780
1042, 0.686780
1043, 0.686780
1044, 0.686780
1045, 0.686780
1046, 0.686780
1047, 0.686780
1048, 0.686780
1049, 0.686780
1050, 0.686780
1051, 0.686780
1052, 0.686780
1053, 0.686780
1054, 0.686780
1055, 0.686780
1056, 0.686780
1057, 0.686780
1058, 0.686780
1059, 0.686780
1060, 0.686780
1061, 0.686780
1062, 0.686780
1063, 0.686780
1064, 0.686780
1065, 0.686780
1066, 0.686780
1067, 0.686780
1068, 0.686780
1069, 0.686780
1070, 0.686780
1071, 0.686780
1072, 0.686780
1073, 0.686780
1074, 0.686780
1075, 0.686780
1076, 0.686780
1077, 0.686780
1078, 0.686780
1079, 0.686780
1080, 0.686780
1081, 0.686780
1082, 0.686780
1083, 0.686780
1084, 0.686780
1085, 0.686780
1086, 0.686780
1087, 0.686780
1088, 0.686780
1089, 0.686780
1090, 0.686780
1091, 0.686780
1092, 0.686780
1093, 0.686780
1094, 0.686780
1095, 0.686780
1096, 0.686780
1097, 0.686780
1098, 0.686780
1099, 0.686780
1100, 0.686780
1101, 0.686780
1102, 0.686780
1103, 0.686780
1104, 0.686780
1105, 0.686780
1106, 0.686780
1107, 0.686780
1108, 0.686780
1109, 0.686780
1110, 0.686780
1111, 0.686780
1112, 0.686780
1113, 0.686780
1114, 0.686780
1115, 0.686780
1116, 0.686780
1117, 0.686780
1118, 0.686780
1119, 0.686780
1120, 0.686780
1121, 0.686780
1122, 0.686780
1123, 0.686780
1124, 0.686780
1125, 0.686780
1126, 0.686780
1127, 0.686780
1128, 0.686780
1129, 0.686780
1130, 0.686780
1131, 0.686780
1132, 0.686780
1133, 0.686780
1134, 0.686780
1135, 0.686780
1136, 0.686780
1137, 0.686780
1138, 0.686780
1139, 0.686780
1140, 0.686725
1141, 0.686725
1142, 0.686725
1143, 0.686725
1144, 0.686725
1145, 0.686725
1146, 0.686725
1147, 0.686612
1148, 0.686528
1149, 0.686373
1150, 0.686261
1151, 0.686245
1152, 0.686221
1153, 0.686163
1154, 0.686163
1155, 0.686163
1156, 0.686163
1157, 0.686163
1158, 0.686163
1159, 0.686163
1160, 0.686163
1161, 0.686163
1162, 0.686163
1163, 0.686163
1164, 0.686163
1165, 0.686163
1166, 0.686163
1167, 0.686163
1168, 0.686163
1169, 0.686105
1170, 0.686105
1171, 0.686005
1172, 0.686005
1173, 0.686005
1174, 0.686005
1175, 0.685998
1176, 0.685998
1177, 0.685998
1178, 0.685998
1179, 0.685924
1180, 0.685700
1181, 0.685561
1182, 0.685439
1183, 0.685439
1184, 0.685439
1185, 0.685439
1186, 0.685439
1187, 0.685439
1188, 0.685439
1189, 0.685439
1190, 0.685372
1191, 0.685256
1192, 0.685215
1193, 0.685215
1194, 0.685215
1195, 0.685215
1196, 0.685215
1197, 0.685009
1198, 0.685009
1199, 0.685009
1200, 0.685009
1201, 0.685009
1202, 0.685009
1203, 0.685009
1204, 0.684963
1205, 0.684963
1206, 0.684963
1207, 0.684963
1208, 0.684963
1209, 0.684938
1210, 0.684938
1211, 0.684938
1212, 0.684938
1213, 0.684935
1214, 0.684896
1215, 0.684842
1216, 0.684842
1217, 0.684842
1218, 0.684842
1219, 0.684842
1220, 0.684842
1221, 0.684842
1222, 0.684842
1223, 0.684842
1224, 0.684842
1225, 0.684842
1226, 0.684842
1227, 0.684842
1228, 0.684842
1229, 0.684842
1230, 0.684842
1231, 0.684842
1232, 0.684842
1233, 0.684842
1234, 0.684842
1235, 0.684842
1236, 0.684842
1237, 0.684842
1238, 0.684842
1239, 0.684842
1240, 0.684842
1241, 0.684842
1242, 0.684842
1243, 0.684842
1244, 0.684842
1245, 0.684842
1246, 0.684842
1247, 0.684842
1248, 0.684842
1249, 0.684842
1250, 0.684842
1251, 0.684842
1252, 0.684842
1253, 0.684842
1254, 0.684842
1255, 0.684842
1256, 0.684842
1257, 0.684842
1258, 0.684842
1259, 0.684842
1260, 0.684842
1261, 0.684842
1262, 0.684842
1263, 0.684842
1264, 0.684842
1265, 0.684842
1266, 0.684842
1267, 0.684842
1268, 0.684842
1269, 0.684842
1270, 0.684842
1271, 0.684842
1272, 0.684842
1273, 0.684842
1274, 0.684842
1275, 0.684842
1276, 0.684842
1277, 0.684842
1278, 0.684842
1279, 0.684842
1280, 0.684842
1281, 0.684842
1282, 0.684842
1283, 0.684842
1284, 0.684842
1285, 0.684842
1286, 0.684842
1287, 0.684842
1288, 0.684842
1289, 0.684842
1290, 0.684842
1291, 0.684842
1292, 0.684842
1293, 0.684842
1294, 0.684842
1295, 0.684842
1296, 0.684842
1297, 0.684842
1298, 0.684842
1299, 0.684842
1300, 0.684842
1301, 0.684842
1302, 0.684842
1303, 0.684842
1304, 0.684842
1305, 0.684842
1306, 0.684842
1307, 0.684842
1308, 0.684842
1309, 0.684842
1310, 0.684842
1311, 0.684842
1312, 0.684842
1313, 0.684842
1314, 0.684842
1315, 0.684717
1316, 0.684717
1317, 0.684717
1318, 0.684717
1319, 0.684717
1320, 0.684717
1321, 0.684717
1322, 0.684717
1323, 0.684717
1324, 0.684717
1325, 0.684717
1326, 0.684717
1327, 0.684717
1328, 0.684717
1329, 0.684717
1330, 0.684717
1331, 0.684717
1332, 0.684717
1333, 0.684717
1334, 0.684717
1335, 0.684717
1336, 0.684717
1337, 0.684717
1338, 0.684717
1339, 0.684717
1340, 0.684717
1341, 0.684717
1342, 0.684717
1343, 0.684717
1344, 0.684717
1345, 0.684717
1346, 0.684717
1347, 0.684717
1348, 0.684717
1349, 0.684717
1350, 0.684717
1351, 0.684717
1352, 0.684717
1353, 0.684717
1354, 0.684717
1355, 0.684717
1356, 0.684717
1357, 0.684717
1358, 0.684717
1359, 0.684717
1360, 0.684717
1361, 0.684717
1362, 0.684717
1363, 0.684717
1364, 0.684717
1365, 0.684717
1366, 0.684717
1367, 0.684717
1368, 0.684717
1369, 0.684717
1370, 0.684717
1371, 0.684717
1372, 0.684717
1373, 0.684717
1374, 0.684717
1375, 0.684717
1376, 0.684717
1377, 0.684717
1378, 0.684717
1379, 0.684717
1380, 0.684717
1381, 0.684717
1382, 0.684717
1383, 0.684717
1384, 0.684717
1385, 0.684717
1386, 0.684717
1387, 0.684717
1388, 0.684717
1389, 0.684717
1390, 0.684660
1391, 0.684660
1392, 0.684660
1393, 0.684536
1394, 0.684386
1395, 0.684343
1396, 0.684331
1397, 0.684279
1398, 0.684279
1399, 0.684279
1400, 0.684230
1401, 0.684230
1402, 0.684069
1403, 0.684069
1404, 0.684020
1405, 0.684020
1406, 0.684020
1407, 0.684020
1408, 0.684020
1409, 0.684020
1410, 0.684020
1411, 0.684020
1412, 0.684020
1413, 0.684020
1414, 0.684020
1415, 0.683992
1416, 0.683922
1417, 0.683922
1418, 0.683922
1419, 0.683922
1420, 0.683922
1421, 0.683922
1422, 0.683922
1423, 0.683922
1424, 0.683922
1425, 0.683922
1426, 0.683922
1427, 0.683922
1428, 0.683922
1429, 0.683922
1430, 0.683922
1431, 0.683922
1432, 0.683922
1433, 0.683922
1434, 0.683922
1435, 0.683922
1436, 0.683922
1437, 0.683922
1438, 0.683922
1439, 0.683922
1440, 0.683824
1441, 0.683727
1442, 0.683551
1443, 0.683551
1444, 0.683501
1445, 0.683414
1446, 0.683414
1447, 0.683242
1448, 0.683242
1449, 0.683242
1450, 0.683214
1451, 0.683214
1452, 0.683214
1453, 0.683214
1454, 0.683214
1455, 0.683214
1456, 0.683214
1457, 0.683214
1458, 0.683214
1459, 0.683214
1460, 0.683214
1461, 0.683214
1462, 0.683214
1463, 0.683214
1464, 0.683214
1465, 0.683214
1466, 0.683214
1467, 0.683214
1468, 0.683214
1469, 0.683214
1470, 0.683214
1471, 0.683214
1472, 0.683214
1473, 0.683214
1474, 0.683214
1475, 0.683214
1476, 0.683214
1477, 0.683214
1478, 0.683214
1479, 0.683214
1480, 0.683214
1481, 0.683214
1482, 0.683214
1483, 0.683214
1484, 0.683214
1485, 0.683214
1486, 0.683214
1487, 0.683214
1488, 0.683214
1489, 0.683214
1490, 0.683214
1491, 0.683214
1492, 0.683214
1493, 0.683214
1494, 0.683214
1495, 0.683214
1496, 0.683214
1497, 0.683214
1498, 0.683214
1499, 0.683214
1500, 0.683214
1501, 0.683214
1502, 0.683214
1503, 0.683214
1504, 0.683214
1505, 0.683214
1506, 0.683214
1507, 0.683214
1508, 0.683214
1509, 0.683214
1510, 0.683214
1511, 0.683214
1512, 0.683214
1513, 0.683214
1514, 0.683214
1515, 0.683214
1516, 0.683214
1517, 0.683214
1518, 0.683214
1519, 0.683214
1520, 0.683214
1521, 0.683150
1522, 0.683150
1523, 0.683150
1524, 0.683145
1525, 0.683145
1526, 0.683145
1527, 0.683145
1528, 0.683098
1529, 0.683038
1530, 0.683038
1531, 0.683038
1532, 0.682994
1533, 0.682891
1534, 0.682891
1535, 0.682817
1536, 0.682718
1537, 0.682718
1538, 0.682677
1539, 0.682671
1540, 0.682611
1541, 0.682531
1542, 0.682531
1543, 0.682531
1544, 0.682531
1545, 0.682531
1546, 0.682531
1547, 0.682531
1548, 0.682531
1549, 0.682531
1550, 0.682531
1551, 0.682527
1552, 0.682320
1553, 0.682319
1554, 0.682260
1555, 0.682260
1556, 0.682241
1557, 0.682241
1558, 0.682176
1559, 0.682176
1560, 0.682176
1561, 0.682176
1562, 0.682176
1563, 0.682176
1564, 0.682176
1565, 0.682176
1566, 0.682176
1567, 0.682176
1568, 0.682176
1569, 0.682176
1570, 0.682176
1571, 0.682176
1572, 0.682176
1573, 0.682176
1574, 0.682176
1575, 0.682176
1576, 0.682176
1577, 0.682176
1578, 0.682176
1579, 0.682176
1580, 0.682176
1581, 0.682176
1582, 0.682176
1583, 0.682176
1584, 0.682176
1585, 0.682176
1586, 0.682176
1587, 0.682176
1588, 0.682176
1589, 0.682176
1590, 0.682176
1591, 0.682176
1592, 0.682176
1593, 0.682176
1594, 0.682176
1595, 0.682176
1596, 0.682176
1597, 0.682176
1598, 0.682176
1599, 0.682176
1600, 0.682176
1601, 0.682176
1602, 0.682176
1603, 0.682176
1604, 0.682176
1605, 0.682176
1606, 0.682156
1607, 0.682156
1608, 0.682156
1609, 0.682156
1610, 0.682156
1611, 0.682156
1612, 0.682156
1613, 0.682156
1614, 0.682156
1615, 0.682156
1616, 0.682156
1617, 0.682156
1618, 0.682156
1619, 0.682156
1620, 0.682156
1621, 0.682156
1622, 0.682156
1623, 0.682156
1624, 0.682126
1625, 0.682126
1626, 0.682126
1627, 0.682126
1628, 0.682071
1629, 0.682052
1630, 0.682052
1631, 0.682052
1632, 0.682052
1633, 0.682052
1634, 0.682052
1635, 0.682052
1636, 0.682052
1637, 0.682052
1638, 0.682052
1639, 0.681850
1640, 0.681745
1641, 0.681713
1642, 0.681647
1643, 0.681239
1644, 0.681170
1645, 0.681041
1646, 0.681041
1647, 0.681041
1648, 0.681041
1649, 0.681041
1650, 0.681041
1651, 0.681041
1652, 0.681041
1653, 0.681041
1654, 0.681041
1655, 0.681041
1656, 0.681041
1657, 0.681041
1658, 0.681041
1659, 0.681041
1660, 0.681041
1661, 0.681041
1662, 0.681041
