Iterations, Opt Fitness
1663, 0.681041
1664, 0.681041
1665, 0.681041
1666, 0.681020
1667, 0.681020
1668, 0.681020
1669, 0.681020
1670, 0.681020
1671, 0.681020
1672, 0.681020
1673, 0.681020
1674, 0.681020
1675, 0.681020
1676, 0.681020
1677, 0.681020
1678, 0.681020
1679, 0.681020
1680, 0.681020
1681, 0.681020
1682, 0.681020
1683, 0.681020
1684, 0.681020
1685, 0.681020
1686, 0.681020
1687, 0.681020
1688, 0.681020
1689, 0.681020
1690, 0.681020
1691, 0.681020
1692, 0.681020
1693, 0.681020
1694, 0.681020
1695, 0.681020
1696, 0.681020
1697, 0.681020
1698, 0.681020
1699, 0.681020
1700, 0.681020
1701, 0.681020
1702, 0.681020
1703, 0.681020
1704, 0.681020
1705, 0.681020
1706, 0.681020
1707, 0.681020
1708, 0.681020
1709, 0.681020
1710, 0.681020
1711, 0.681020
1712, 0.681020
1713, 0.681020
1714, 0.681020
1715, 0.681020
1716, 0.681020
1717, 0.681020
1718, 0.681020
1719, 0.681020
1720, 0.681020
1721, 0.681020
1722, 0.681020
1723, 0.681020
1724, 0.681020
1725, 0.681020
1726, 0.681020
1727, 0.681020
1728, 0.681020
1729, 0.681020
1730, 0.681020
1731, 0.681020
1732, 0.681020
1733, 0.681020
1734, 0.681020
1735, 0.681020
1736, 0.681020
1737, 0.681020
1738, 0.681020
1739, 0.681020
1740, 0.681020
1741, 0.681020
1742, 0.681020
1743, 0.681020
1744, 0.681020
1745, 0.681020
1746, 0.681020
1747, 0.681020
1748, 0.681020
1749, 0.681020
1750, 0.681020
1751, 0.681020
1752, 0.681020
1753, 0.681020
1754, 0.681020
1755, 0.681020
1756, 0.681020
1757, 0.681020
1758, 0.681020
1759, 0.681020
1760, 0.681020
1761, 0.681020
1762, 0.681020
1763, 0.681020
1764, 0.681020
1765, 0.681020
1766, 0.681020
1767, 0.681020
1768, 0.681020
1769, 0.681020
1770, 0.681020
1771, 0.681020
1772, 0.681020
1773, 0.681020
1774, 0.681020
1775, 0.681020
1776, 0.681020
1777, 0.681020
1778, 0.681020
1779, 0.681020
1780, 0.681020
1781, 0.681020
1782, 0.681020
1783, 0.681020
1784, 0.681020
1785, 0.681020
1786, 0.681020
1787, 0.681020
1788, 0.681020
1789, 0.681020
1790, 0.681020
1791, 0.681020
1792, 0.681020
1793, 0.681020
1794, 0.681020
1795, 0.681020
1796, 0.681020
1797, 0.681020
1798, 0.681020
1799, 0.681020
1800, 0.681020
1801, 0.681020
1802, 0.681020
1803, 0.681020
1804, 0.681020
1805, 0.681020
1806, 0.681020
1807, 0.681020
1808, 0.681020
1809, 0.681020
1810, 0.681020
1811, 0.681020
1812, 0.681020
1813, 0.681020
1814, 0.681020
1815, 0.681020
1816, 0.681020
1817, 0.681020
1818, 0.681020
1819, 0.681020
1820, 0.681020
1821, 0.681020
1822, 0.681020
1823, 0.681020
1824, 0.681020
1825, 0.681020
1826, 0.681020
1827, 0.681020
1828, 0.681020
1829, 0.681020
1830, 0.681020
1831, 0.681020
1832, 0.681020
1833, 0.681020
1834, 0.681020
1835, 0.681020
1836, 0.681020
1837, 0.681020
1838, 0.681020
1839, 0.681020
1840, 0.681020
1841, 0.681020
1842, 0.681020
1843, 0.681020
1844, 0.681020
1845, 0.681020
1846, 0.681020
1847, 0.681020
1848, 0.681020
1849, 0.681020
1850, 0.681020
1851, 0.681020
1852, 0.681020
1853, 0.681020
1854, 0.681020
1855, 0.681020
1856, 0.681020
1857, 0.681020
1858, 0.681020
1859, 0.681020
1860, 0.681020
1861, 0.681020
1862, 0.681020
1863, 0.681020
1864, 0.681020
1865, 0.681020
1866, 0.681020
1867, 0.681020
1868, 0.681020
1869, 0.681020
1870, 0.681020
1871, 0.681020
1872, 0.681020
1873, 0.681020
1874, 0.681020
1875, 0.681020
1876, 0.681020
1877, 0.681020
1878, 0.681020
1879, 0.681020
1880, 0.681020
1881, 0.681020
1882, 0.681020
1883, 0.681020
1884, 0.681020
1885, 0.681020
1886, 0.681020
1887, 0.681020
1888, 0.681020
1889, 0.681020
1890, 0.681020
1891, 0.681020
1892, 0.681020
1893, 0.681020
1894, 0.681020
1895, 0.681020
1896, 0.681020
1897, 0.681020
1898, 0.681020
1899, 0.681020
1900, 0.681020
1901, 0.681020
1902, 0.681020
1903, 0.681020
1904, 0.681020
1905, 0.681020
1906, 0.681020
1907, 0.681020
1908, 0.681020
1909, 0.681020
1910, 0.681020
1911, 0.681020
1912, 0.681020
1913, 0.681020
1914, 0.681020
1915, 0.681020
1916, 0.681020
1917, 0.681020
1918, 0.681020
1919, 0.681020
1920, 0.681020
1921, 0.681020
1922, 0.681020
1923, 0.681020
1924, 0.681020
1925, 0.681020
1926, 0.681020
1927, 0.681020
1928, 0.681020
1929, 0.681020
1930, 0.681020
1931, 0.681020
1932, 0.681020
1933, 0.681020
1934, 0.681020
1935, 0.681020
1936, 0.681020
1937, 0.681020
1938, 0.681020
1939, 0.681020
1940, 0.681020
1941, 0.681020
1942, 0.681020
1943, 0.681020
1944, 0.681020
1945, 0.681020
1946, 0.681020
1947, 0.681020
1948, 0.681020
1949, 0.681020
1950, 0.681020
1951, 0.681020
1952, 0.681020
1953, 0.681020
1954, 0.681020
1955, 0.681020
1956, 0.681020
1957, 0.681020
1958, 0.681020
1959, 0.681020
1960, 0.681020
1961, 0.681020
1962, 0.681020
1963, 0.681020
1964, 0.681020
1965, 0.681020
1966, 0.681020
1967, 0.681020
1968, 0.681020
1969, 0.681020
1970, 0.681020
1971, 0.681020
1972, 0.681020
1973, 0.681020
1974, 0.681020
1975, 0.681020
1976, 0.681020
1977, 0.681020
1978, 0.681020
1979, 0.681020
1980, 0.681020
1981, 0.681020
1982, 0.681020
1983, 0.681020
1984, 0.681020
1985, 0.681020
1986, 0.681020
1987, 0.681020
1988, 0.681020
1989, 0.681020
1990, 0.681020
1991, 0.681020
1992, 0.681020
1993, 0.681020
1994, 0.681020
1995, 0.681020
1996, 0.681020
1997, 0.681020
1998, 0.681020
1999, 0.681020
2000, 0.681020
2001, 0.681020
2002, 0.681020
2003, 0.681020
2004, 0.681020
2005, 0.681020
2006, 0.681020
2007, 0.681020
2008, 0.681020
2009, 0.681020
2010, 0.681020
2011, 0.681020
2012, 0.681020
2013, 0.681020
2014, 0.681020
2015, 0.681020
2016, 0.681020
2017, 0.681020
2018, 0.681020
2019, 0.681020
2020, 0.681020
2021, 0.681020
2022, 0.681020
2023, 0.681020
2024, 0.681020
2025, 0.681020
2026, 0.681020
2027, 0.681020
2028, 0.681020
2029, 0.681020
2030, 0.681020
2031, 0.681020
2032, 0.681020
2033, 0.681020
2034, 0.681020
2035, 0.681020
2036, 0.681020
2037, 0.681020
2038, 0.681020
2039, 0.681020
2040, 0.681020
2041, 0.681020
2042, 0.681020
2043, 0.681020
2044, 0.681020
2045, 0.681020
2046, 0.681020
2047, 0.681020
2048, 0.681020
2049, 0.681020
2050, 0.681020
2051, 0.681020
2052, 0.681020
2053, 0.681020
2054, 0.681020
2055, 0.681020
2056, 0.681020
2057, 0.681020
2058, 0.681020
2059, 0.681020
2060, 0.681020
2061, 0.681020
2062, 0.681020
2063, 0.681020
2064, 0.681020
2065, 0.681020
2066, 0.681020
2067, 0.681020
2068, 0.681020
2069, 0.681020
2070, 0.681020
2071, 0.681020
2072, 0.681020
2073, 0.681020
2074, 0.681020
2075, 0.681020
2076, 0.681020
2077, 0.681020
2078, 0.681020
2079, 0.681020
2080, 0.681020
2081, 0.681020
2082, 0.681020
2083, 0.681020
2084, 0.681020
2085, 0.681020
2086, 0.681020
2087, 0.681020
2088, 0.681020
2089, 0.681020
2090, 0.681020
2091, 0.681020
2092, 0.681020
2093, 0.681020
2094, 0.681020
2095, 0.681020
2096, 0.681020
2097, 0.681020
2098, 0.681020
2099, 0.681020
2100, 0.681020
2101, 0.681020
2102, 0.681020
2103, 0.681020
2104, 0.681020
2105, 0.681020
2106, 0.681020
2107, 0.681020
2108, 0.681020
2109, 0.681020
2110, 0.681020
2111, 0.681020
2112, 0.681020
2113, 0.681020
2114, 0.681020
2115, 0.681020
2116, 0.681020
2117, 0.681020
2118, 0.681020
2119, 0.681020
2120, 0.681020
2121, 0.681020
2122, 0.681020
2123, 0.681020
2124, 0.681020
2125, 0.681020
2126, 0.681020
2127, 0.681020
2128, 0.681020
2129, 0.681020
2130, 0.681020
2131, 0.681020
2132, 0.681020
2133, 0.681020
2134, 0.681020
2135, 0.681020
2136, 0.681020
2137, 0.681020
2138, 0.681020
2139, 0.681020
2140, 0.681020
2141, 0.681020
2142, 0.681020
2143, 0.681020
2144, 0.681020
2145, 0.681020
2146, 0.681020
2147, 0.681020
2148, 0.681020
2149, 0.681020
2150, 0.681020
2151, 0.681020
2152, 0.681020
2153, 0.681020
2154, 0.681020
2155, 0.681020
2156, 0.681020
2157, 0.681020
2158, 0.681020
2159, 0.681020
2160, 0.681020
2161, 0.681020
2162, 0.681020
2163, 0.681020
2164, 0.681020
2165, 0.681020
2166, 0.681020
2167, 0.681020
2168, 0.681020
2169, 0.681020
2170, 0.681020
2171, 0.681020
2172, 0.681020
2173, 0.681020
2174, 0.681020
2175, 0.681020
2176, 0.681020
2177, 0.681020
2178, 0.681020
2179, 0.681020
2180, 0.681020
2181, 0.681020
2182, 0.681020
2183, 0.681020
2184, 0.681020
2185, 0.681020
2186, 0.681020
2187, 0.681020
2188, 0.681020
2189, 0.681020
2190, 0.681020
2191, 0.681020
2192, 0.681020
2193, 0.681020
2194, 0.681020
2195, 0.681020
2196, 0.681020
2197, 0.681020
2198, 0.681020
2199, 0.681020
2200, 0.681020
2201, 0.681020
2202, 0.681020
2203, 0.681020
2204, 0.681020
2205, 0.681020
2206, 0.681020
2207, 0.681020
2208, 0.681020
2209, 0.681020
2210, 0.681020
2211, 0.681020
2212, 0.681020
2213, 0.681020
2214, 0.681020
2215, 0.681020
2216, 0.681020
2217, 0.681020
2218, 0.681020
2219, 0.681020
2220, 0.681020
2221, 0.681020
2222, 0.681020
2223, 0.681020
2224, 0.681020
2225, 0.681020
2226, 0.681020
2227, 0.681020
2228, 0.681020
2229, 0.681020
2230, 0.681020
2231, 0.681020
2232, 0.681020
2233, 0.681020
2234, 0.681020
2235, 0.681020
2236, 0.681020
2237, 0.681020
2238, 0.681020
2239, 0.681020
2240, 0.681020
2241, 0.681020
2242, 0.681020
2243, 0.681020
2244, 0.681020
2245, 0.681020
2246, 0.681020
2247, 0.681020
2248, 0.681020
2249, 0.681020
2250, 0.681020
2251, 0.681020
2252, 0.681020
2253, 0.681020
2254, 0.681020
2255, 0.681020
2256, 0.681020
2257, 0.681020
2258, 0.681020
2259, 0.681020
2260, 0.681020
2261, 0.681020
2262, 0.681020
2263, 0.681020
2264, 0.681020
2265, 0.681020
2266, 0.681020
2267, 0.681020
2268, 0.681020
2269, 0.681020
2270, 0.681020
2271, 0.681020
2272, 0.681020
2273, 0.681020
2274, 0.681020
2275, 0.681020
2276, 0.681020
2277, 0.681020
2278, 0.681020
2279, 0.681020
2280, 0.681020
2281, 0.681020
2282, 0.681020
2283, 0.681020
2284, 0.681020
2285, 0.681020
2286, 0.681020
2287, 0.681020
2288, 0.681020
2289, 0.681020
2290, 0.681020
2291, 0.681020
2292, 0.681020
2293, 0.681020
2294, 0.681020
2295, 0.681020
2296, 0.681020
2297, 0.681020
2298, 0.681020
2299, 0.681020
2300, 0.681020
2301, 0.681020
2302, 0.681020
2303, 0.681020
2304, 0.681020
2305, 0.681020
2306, 0.681020
2307, 0.681020
2308, 0.681020
2309, 0.681020
2310, 0.681020
2311, 0.681020
2312, 0.681020
2313, 0.681020
2314, 0.681020
2315, 0.681020
2316, 0.681020
2317, 0.681020
2318, 0.681020
2319, 0.681020
2320, 0.681020
2321, 0.681020
2322, 0.681020
2323, 0.681020
2324, 0.681020
2325, 0.681005
2326, 0.681005
2327, 0.680926
2328, 0.680926
2329, 0.680926
2330, 0.680926
2331, 0.680926
2332, 0.680707
2333, 0.680707
2334, 0.680707
2335, 0.680707
2336, 0.680707
2337, 0.680707
2338, 0.680707
2339, 0.680707
2340, 0.680707
2341, 0.680707
2342, 0.680707
2343, 0.680707
2344, 0.680707
2345, 0.680707
2346, 0.680707
2347, 0.680707
2348, 0.680707
2349, 0.680707
2350, 0.680707
2351, 0.680707
2352, 0.680707
2353, 0.680707
2354, 0.680707
2355, 0.680707
2356, 0.680707
2357, 0.680707
2358, 0.680707
2359, 0.680707
2360, 0.680707
2361, 0.680707
2362, 0.680707
2363, 0.680707
2364, 0.680707
2365, 0.680707
2366, 0.680707
2367, 0.680707
2368, 0.680707
2369, 0.680707
2370, 0.680707
2371, 0.680707
2372, 0.680707
2373, 0.680707
2374, 0.680707
2375, 0.680707
2376, 0.680707
2377, 0.680707
2378, 0.680707
2379, 0.680707
2380, 0.680707
2381, 0.680707
2382, 0.680707
2383, 0.680707
2384, 0.680707
2385, 0.680707
2386, 0.680707
2387, 0.680707
2388, 0.680707
2389, 0.680707
2390, 0.680707
2391, 0.680707
2392, 0.680707
2393, 0.680707
2394, 0.680707
2395, 0.680707
2396, 0.680707
2397, 0.680707
2398, 0.680707
2399, 0.680707
2400, 0.680707
2401, 0.680707
2402, 0.680707
2403, 0.680707
2404, 0.680707
2405, 0.680707
2406, 0.680707
2407, 0.680707
2408, 0.680707
2409, 0.680707
2410, 0.680707
2411, 0.680707
2412, 0.680707
2413, 0.680707
2414, 0.680707
2415, 0.680707
2416, 0.680707
2417, 0.680707
2418, 0.680707
2419, 0.680707
2420, 0.680707
2421, 0.680707
2422, 0.680707
2423, 0.680707
2424, 0.680707
2425, 0.680707
2426, 0.680707
2427, 0.680707
2428, 0.680707
2429, 0.680707
2430, 0.680707
2431, 0.680707
2432, 0.680707
2433, 0.680707
2434, 0.680707
2435, 0.680707
2436, 0.680707
2437, 0.680707
2438, 0.680707
2439, 0.680707
2440, 0.680707
2441, 0.680707
2442, 0.680707
2443, 0.680707
2444, 0.680707
2445, 0.680707
2446, 0.680707
2447, 0.680707
2448, 0.680707
2449, 0.680707
2450, 0.680707
2451, 0.680707
2452, 0.680707
2453, 0.680707
2454, 0.680707
2455, 0.680707
2456, 0.680707
2457, 0.680707
2458, 0.680707
2459, 0.680707
2460, 0.680707
2461, 0.680707
2462, 0.680707
2463, 0.680707
2464, 0.680707
2465, 0.680707
2466, 0.680707
2467, 0.680707
2468, 0.680707
2469, 0.680707
2470, 0.680707
2471, 0.680707
2472, 0.680707
2473, 0.680707
2474, 0.680707
2475, 0.680707
2476, 0.680707
2477, 0.680615
2478, 0.680615
2479, 0.680615
2480, 0.680615
2481, 0.680479
2482, 0.680429
2483, 0.680273
2484, 0.680173
2485, 0.680173
2486, 0.680173
2487, 0.680173
2488, 0.680173
2489, 0.680173
2490, 0.680173
2491, 0.680173
2492, 0.680117
2493, 0.680038
2494, 0.680038
2495, 0.680003
2496, 0.680003
2497, 0.680003
2498, 0.680003
2499, 0.680003
2500, 0.680003
2501, 0.680003
2502, 0.680003
2503, 0.679911
2504, 0.679909
2505, 0.679909
2506, 0.679909
2507, 0.679909
2508, 0.679909
2509, 0.679909
2510, 0.679909
2511, 0.679909
2512, 0.679741
2513, 0.679741
2514, 0.679741
2515, 0.679741
2516, 0.679741
2517, 0.679741
2518, 0.679741
2519, 0.679575
2520, 0.679575
2521, 0.679500
2522, 0.679400
2523, 0.679400
2524, 0.679400
2525, 0.679400
2526, 0.679400
2527, 0.679288
2528, 0.679174
2529, 0.679074
2530, 0.6790
